# The shapes a source reader takes — the P3, P14, P16 rows of docs/plans/MIGRATION-DEBT.tsv, classified.
# Generated by: python scripts/dev/bt-app-reader-shapes.py
# Read-only, re-runnable; the rows come out in the debt list's order.
# mechanical: yes = a converter can rewrite the site and a person need not read it; partial = a converter can propose the rewrite and a person must read the result; no = a person decides.
# row: the line of MIGRATION-DEBT.tsv this came from.
row	ticket	file	test	shape	reader	selectors	assertion	mechanical	reason
D0503	P14	crates/bt-app/src/preview.rs	preview::tests::the_widest_line_is_measured_in_the_columns_it_will_draw_as	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0504	P14	crates/bt-app/src/preview.rs	preview::tests::the_wrapper_hands_back_the_blocks_the_ranged_walk_found	F-fixture	ranged_fixtures	../../../README.md	equals	no	the reading's subject is not Rust source (../../../README.md): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0505	P14	crates/bt-app/src/preview.rs	preview::tests::two_repositories_and_two_stages_are_four_identities_no_string_could_keep_apart	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0506	P14	crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::a_file_byte_lands_on_the_nearest_drawn_place	F-fixture		../../../README.md;../../../docs/features.md	none	no	the row's subject is a bundled asset, not Rust source (2 file(s)): `bt-source` enumerates a crate's declarations and has no answer for it
D0507	P14	crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::every_drawn_byte_is_a_copy_of_the_byte_it_says_it_is	F-fixture		../../../README.md;../../../docs/features.md	equals	no	the row's subject is a bundled asset, not Rust source (2 file(s)): `bt-source` enumerates a crate's declarations and has no answer for it
D0508	P14	crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::every_drawn_source_byte_comes_back_to_the_byte_that_drew_it	F-fixture		../../../README.md;../../../docs/features.md	equals	no	the row's subject is a bundled asset, not Rust source (2 file(s)): `bt-source` enumerates a crate's declarations and has no answer for it
D0509	P14	crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::the_two_directions_are_inverse_on_every_drawn_byte	F-fixture		../../../README.md;../../../docs/features.md	equals	no	the row's subject is a bundled asset, not Rust source (2 file(s)): `bt-source` enumerates a crate's declarations and has no answer for it
D0510	P14	crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::there_is_one_map_for_every_piece_the_page_reads	F-fixture		../../../README.md;../../../docs/features.md	equals	no	the row's subject is a bundled asset, not Rust source (2 file(s)): `bt-source` enumerates a crate's declarations and has no answer for it
D0511	P14	crates/bt-app/src/preview_provenance.rs	preview_provenance::tests::what_copies_is_what_copied_before	F-fixture		../../../README.md;../../../docs/features.md	equals	no	the row's subject is a bundled asset, not Rust source (2 file(s)): `bt-source` enumerates a crate's declarations and has no answer for it
D0512	P14	crates/bt-app/src/preview_typing.rs	preview_typing::md_typing_path_benchmark	Q-runtime-file		insert;open	none	no	the test reads a file it created at run time, not source text. `bt-source` enumerates a crate's declarations and has no answer for it: the row belongs to §6.1's file-scoped allowlist or to a decision that it never was a source reader
D0513	P14	crates/bt-app/src/preview_typing.rs	preview_typing::md_typing_path_eager_benchmark	Q-runtime-file		insert;open	none	no	the test reads a file it created at run time, not source text. `bt-source` enumerates a crate's declarations and has no answer for it: the row belongs to §6.1's file-scoped allowlist or to a decision that it never was a source reader
D0514	P14	crates/bt-app/src/preview_viewport_tests.rs	preview_viewport::tests::viewport_open_bounds_prose_and_intrinsics	Q-runtime-file		(the file it reads)	none	no	the test reads a file it created at run time, not source text. `bt-source` enumerates a crate's declarations and has no answer for it: the row belongs to §6.1's file-scoped allowlist or to a decision that it never was a source reader
D0515	P14	crates/bt-app/src/profiles.rs	profiles::paste_tests::namespace_resolver_keeps_its_standing_inputs_and_grammar_does_not_use_served_by	N-whole-file-negative	profiles.rs	/// Which distribution;match (paths(index), integration(index));paste_as;paste_paths_as;profiles.rs;pub fn derive_grammar(;pub fn grammar(;pub fn printed_path_namespace(;served_by(	!contains,contains	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0516	P14	crates/bt-app/src/profiles.rs	profiles::tests::every_capability_sentence_agrees_with_the_shell_integration_matrix	F-fixture	../../../docs/shell-integration.md;DOC	../../../docs/shell-integration.md	!contains,contains,edge,equals,position,slice	no	the reading's subject is not Rust source (../../../docs/shell-integration.md): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0517	P14	crates/bt-app/src/profiles.rs	profiles::tests::nothing_off_windows_ever_names_powershell	N-whole-file-negative	profiles.rs	 ;/opt/homebrew/bin/fish;/usr/local/bin/pwsh;SHELL;a PowerShell somebody chose for themselves is theirs to name;fn unix_shell_row(;fn unix_shipped(;fn unix_system_shells(;fn users_shell(;powershell;profiles.rs;pwsh;{header}: the off-Windows table's own source names {word};{platform:?}: a row says {said:?}, which names {word};{platform:?}: and it is a row this table ships, or it is not a floor;{pla	!contains,contains,equals	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0518	P14	crates/bt-app/src/profiles.rs	profiles::tests::the_kept_files_are_a_section_at_the_top_of_the_switcher_and_appear_once	S-no-source-read			equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0519	P14	crates/bt-app/src/profiles.rs	profiles::tests::the_switcher_lists_every_buffer_with_its_own_dot	S-no-source-read			contains,equals	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0520	P3	crates/bt-app/src/psreadline.rs	psreadline::tests::psreadline_clock_run_source_has_an_unread_edge	N-whole-file-negative	main.rs;psreadline.rs	    fn raise_psreadline_invite_if_due(;\n    fn ;\n};if cache.is_none() && probe.is_some() {\n        refresh_installed(cache, documents);\n    };if installed != psreadline::InstalledCopy::None {;installed_copy(;main.rs;psreadline.rs;psreadline::installed_on_probe(;pub fn installed_on_probe(;refresh_installed(;self.refresh_psreadline_installed();the turn must enter the shared unread gate, never re	!contains,contains,count,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0521	P3	crates/bt-app/src/psreadline.rs	psreadline::tests::psreadline_readers_and_refresh_edges_are_wired_to_the_app_fact	N-whole-file-negative	main.rs	    fn apply_psreadline(;    fn psreadline_row_state(;    fn refresh_psreadline_installed(;    fn settings_layout(;&mut self.app.psreadline_installed;Ok(true);Outcome::Installed(root);Outcome::Removed(root);\n    fn ;if psreadline_opened {;installed_copy(;main.rs;only install, remove, and Terminal-page open refresh the disk fact;psreadline::refresh_installed(;psreadline_installed: Option<psreadlin	!contains,contains,count,slice	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0522	P14	crates/bt-app/src/quake.rs	quake::summon_road_tests::the_summon_claim_is_asked_for_on_every_platform_at_every_turn	N-whole-file-negative	MAIN	.and_then(|()| self.settle_quake(event_loop));and it reconciles the claim;and nothing is asked about a window either: a summon with no window \              open is the whole case this key exists for;app.quake.reconcile(wanted.as_ref());;cfg;fn settle_quake(&mut self, event_loop: &ActiveEventLoop) -> Result<()> {;nothing is asked about the platform between the turn and the claim;self.windows;settl	!contains,contains	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0523	P3	crates/bt-app/src/quake.rs	quake::tests::a_summon_is_placed_by_one_function_and_main_does_not_do_the_geometry	N-whole-file-negative	MAIN;main.rs	\\.\DISPLAY1;`{name}` is the summon's geometry and it is being done outside \                  `quake::Quake::placement`, which is the one door the ruling asks for;a display nobody has arranged the window on computes its shape, as it always did;and a rectangle the reader arranged with their own hand wins over the computed one;main.rs;placement_on;restated at the scale the display has now, so it is	!contains,contains,equals	no	the reading's scope is the file itself. §4.1 and §4.2 rule 2 make the replacement scope (`Everything`, `Module`, `Item`) a decision per site, and a tool that guessed would widen a negative
D0524	P14	crates/bt-app/src/restore.rs	restore::tests::the_dirty_gate_names_what_it_is_about_and_defaults_to_keeping_it	S-no-source-read			equals,slice	no	no source-reading construction in this test: no const in scope, no `include_str!`, no manifest-relative read, no local finder. A candidate hit of the debt list's lexical seed on a `.rs` path spelled as data — read the site before the row is removed
D0525	P14	crates/bt-app/src/schemes.rs	schemes::tests::a_broken_file_keeps_the_palette_and_is_reported_once_until_it_is_fixed	F-fixture	../../../assets/schemes/nord.json	../../../assets/schemes/nord.json	contains,equals	no	the reading's subject is not Rust source (../../../assets/schemes/nord.json): `bt-source` enumerates a crate's declarations and has no answer for a document or a fixture
D0526	P14	crates/bt-app/src/schemes.rs	schemes::tests::a_bundled_scheme_paints_the_chrome_as_well_as_the_grid	F-fixture		../../../assets/schemes/dracula.json;../../../assets/schemes/folio-dark.json;../../../assets/schemes/folio-light.json;../../../assets/schemes/gruvbox-dark.json;../../../assets/schemes/gruvbox-light.json;../../../assets/schemes/nord.json;../../../assets/schemes/one-half-dark.json;../../../assets/schemes/one-half-light.json;../../../assets/schemes/solarized-dark.json;../../../assets/schemes/solarize	equals	no	the row's subject is a bundled asset, not Rust source (10 file(s)): `bt-source` enumerates a crate's declarations and has no answer for it
